Department,Service Code,Service Name,Amount,Description,Category,Workflow Type,Requires Visit,Requires Consultation,Auto Bill,Bill Timing,Allowed Roles,Is Active
PHARMACY,PHARM-0129,BECONASE INHALER,10000.00,BECONASE INHALER,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0130,BECONASE NASAL DROP,6000.00,BECONASE NASAL DROP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0131,BEEHIVE BALSAM  COUGH SYRUP 200ML (PRIVATE),7500.00,BEEHIVE BALSAM  COUGH SYRUP 200ML (PRIVATE),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0132,BENDROFLUAZIDE 2.5MG,1500.00,BENDROFLUAZIDE 2.5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0133,BENDROFLUAZIDE 5MG,1500.00,BENDROFLUAZIDE 5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0134,BENDROFLUAZIDE 5MG TAB,1000.00,BENDROFLUAZIDE 5MG TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0135,BENECAST 4'',3600.00,BENECAST 4'',DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0136,BENECAST 5'',3500.00,BENECAST 5'',DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0137,BENELYN SYR,4500.00,BENELYN SYR,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0138,BENYLIN EXPECTORANT 100MLS,5000.00,BENYLIN EXPECTORANT 100MLS,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0139,BENYLIN FOR CHILDREN,4500.00,BENYLIN FOR CHILDREN,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0140,BENYLIN WITH CODEINE,5000.00,BENYLIN WITH CODEINE,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0141,BENZHEZOL 5MG,500.00,BENZHEZOL 5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0142,BENZYL BENZOATE LINIMENT,4000.00,BENZYL BENZOATE LINIMENT,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0143,BENZYL PEROXIDE  5 LOTION,4500.00,BENZYL PEROXIDE  5 LOTION,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0144,BENZYL PEROXIDE 10 LOTION,4500.00,BENZYL PEROXIDE 10 LOTION,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0145,BEOPTIC EAR /EYE DROP,5000.00,BEOPTIC EAR /EYE DROP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0146,BEOPTIC EYE DROP,5000.00,BEOPTIC EYE DROP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0147,BEOPTIC-N EYE OINTMENT,3000.00,BEOPTIC-N EYE OINTMENT,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0148,BETROSIL CREAM,3000.00,BETROSIL CREAM,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0149,Bicalutamide 50mg Tab,3500.00,Bicalutamide 50mg Tab,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0150,Bilastine 20mg Tab,500.00,Bilastine 20mg Tab,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0151,BIOCOTEN CREAM,3000.00,BIOCOTEN CREAM,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0152,BIOCOTEN CREAM,3500.00,BIOCOTEN CREAM,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0153,BIOCOTEN CREAM 20G,3500.00,BIOCOTEN CREAM 20G,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0154,BIOPSY NEEDLE (neoxus),35000.00,BIOPSY NEEDLE (neoxus),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0155,BISACODYL  5MG,800.00,BISACODYL  5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0156,BISACODYL SUPPOSITORY 10MG,1000.00,BISACODYL SUPPOSITORY 10MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0157,BLOOD GIVING SET,1200.00,BLOOD GIVING SET,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0158,Blue Cannula,1000.00,Blue Cannula,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0159,BONJELA GEL 10G,3500.00,BONJELA GEL 10G,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0160,Bortezomibn3.5mg Inj,180000.00,Bortezomibn3.5mg Inj,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0161,BRINERDINE,1000.00,BRINERDINE,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0162,BROMAZEPAM 3mg Tab,400.00,BROMAZEPAM 3mg Tab,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0163,BRONCHICUM SYRUP,4000.00,BRONCHICUM SYRUP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0164,BRONCHOLYTE  4MG/5ML ELIXIR,4500.00,BRONCHOLYTE  4MG/5ML ELIXIR,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0165,BRUSTAN N syr,3000.00,BRUSTAN N syr,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0166,Bupivacaine Hcl 0.5inj,4000.00,Bupivacaine Hcl 0.5inj,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0167,BUSCOPAN 10MG TAB,200.00,BUSCOPAN 10MG TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0168,BUSERILIN 0.5IU INJ (PER DOSE),60000.00,BUSERILIN 0.5IU INJ (PER DOSE),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0169,CAC 1000,2500.00,CAC 1000,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0170,CADIOACE CAP,700.00,CADIOACE CAP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0171,CADUET 10/10MG,1200.00,CADUET 10/10MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0172,CADUET 5/10MG,1000.00,CADUET 5/10MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0173,CAFERGOT,2000.00,CAFERGOT,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0174,CAL SUSP,3500.00,CAL SUSP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0175,CALAMINE LOTION 100MLS,2500.00,CALAMINE LOTION 100MLS,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0176,CALCIUM GLUCONATE INJECTION,3000.00,CALCIUM GLUCONATE INJECTION,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0177,CALCIUM LACTATE 300MG,50.00,CALCIUM LACTATE 300MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0178,CALCIUM TAB,50.00,CALCIUM TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0179,CALCUIM SANDOX,2500.00,CALCUIM SANDOX,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0180,CAMOQUINE 50MG/5ML-60ML,3500.00,CAMOQUINE 50MG/5ML-60ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0181,CAMOSUNATE 150/50MG (1-6YRS),3900.00,CAMOSUNATE 150/50MG (1-6YRS),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0182,CAMOSUNATE 300/100MG (7-13YRS),3800.00,CAMOSUNATE 300/100MG (7-13YRS),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0183,CAMOSUNATE FOR NEWBORN,4500.00,CAMOSUNATE FOR NEWBORN,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0184,CANDESTARTAN/HCT SANDOZ,4000.00,CANDESTARTAN/HCT SANDOZ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0185,CANDIBIOTIC EAR DROP,3500.00,CANDIBIOTIC EAR DROP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0186,CANDID V6,3500.00,CANDID V6,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0187,CANESTEN( CLOTRIMAZOLE) 100MG,5000.00,CANESTEN( CLOTRIMAZOLE) 100MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0188,CANESTINE THRUSH CREAM,5500.00,CANESTINE THRUSH CREAM,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0189,CAPPOL,3500.00,CAPPOL,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0190,CAPTOPRIL 12.5MG,1000.00,CAPTOPRIL 12.5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0191,CAPTOPRIL 25MG,1500.00,CAPTOPRIL 25MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0192,CAPTOPRIL 50MG,2000.00,CAPTOPRIL 50MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0193,CARBAMAZEPINE  200MG,4500.00,CARBAMAZEPINE  200MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0194,CARBEGELINE 6.5MG,2500.00,CARBEGELINE 6.5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0195,CARBIMAZOLE  5MG,1000.00,CARBIMAZOLE  5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0196,CARBIMAZOLE 5MG,1000.00,CARBIMAZOLE 5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0197,CARDURA  4MG CAPSULE,4000.00,CARDURA  4MG CAPSULE,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0198,CARVEDIOL 12.5MG,1500.00,CARVEDIOL 12.5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0199,CARVEDIOL 25MG,1000.00,CARVEDIOL 25MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0200,CARVEDIOL 6.25MG,2000.00,CARVEDIOL 6.25MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0201,CASODEX 50MG,3500.00,CASODEX 50MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0202,CATAFLAM  50MG,1800.00,CATAFLAM  50MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0203,CATAFLAM TABS,1800.00,CATAFLAM TABS,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0204,CECLOR SUSP 125MG/5ML,25000.00,CECLOR SUSP 125MG/5ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0205,CEECAL,1000.00,CEECAL,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0206,CEFIXIME TAB 400mg EZCEF-400 (PER PACK),5500.00,CEFIXIME TAB 400mg EZCEF-400 (PER PACK),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0207,CEFOTAXINE 1G INJ,4500.00,CEFOTAXINE 1G INJ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0208,CEFPODOXINE,4500.00,CEFPODOXINE,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0209,CEFRODEN 500MG TAB,4000.00,CEFRODEN 500MG TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0210,Cefroreloc 0.25mg,18000.00,Cefroreloc 0.25mg,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0211,CEFTAZIDIME (FORTURN IV),10000.00,CEFTAZIDIME (FORTURN IV),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0212,CEFTRAXONE 1G ING ROCEPINE,20000.00,CEFTRAXONE 1G ING ROCEPINE,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0213,CEFTRIAXONE SWIPHA 1G,10000.00,CEFTRIAXONE SWIPHA 1G,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0214,CEFTRIAZONE 1G INJ with LIDOCAINE (ZEF-ONE),4500.00,CEFTRIAZONE 1G INJ with LIDOCAINE (ZEF-ONE),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0215,CEFUROXIME FEXOPOZAT SUSP 125MG/5ML (PRIVATE),5500.00,CEFUROXIME FEXOPOZAT SUSP 125MG/5ML (PRIVATE),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0216,CEFUROXIME SUSPENSION (BERLIN) 125mg (HMO),4500.00,CEFUROXIME SUSPENSION (BERLIN) 125mg (HMO),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0217,CEFUROXIME TAB MICROSEF PER PACK (PRIVATE),7000.00,CEFUROXIME TAB MICROSEF PER PACK (PRIVATE),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0218,CELEBREX  200MG,3500.00,CELEBREX  200MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0219,CEPHALEXIN 500MG,4500.00,CEPHALEXIN 500MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0220,CEPHALEXIN SYRUP 125MG/5ML,3500.00,CEPHALEXIN SYRUP 125MG/5ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0221,CEPHALEXIN SYRUP 250MG/5ML,3500.00,CEPHALEXIN SYRUP 250MG/5ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0222,CEPOREX SYRUP 125MG/ML,4000.00,CEPOREX SYRUP 125MG/ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0223,CEPOREX SYRUP 250MG/ML,4000.00,CEPOREX SYRUP 250MG/ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0224,CERUMOL EAR DROP,2500.00,CERUMOL EAR DROP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0225,CERVAREX,39000.00,CERVAREX,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0226,CHLORAMPHENICOL EYE OINTMENT 5G,3550.00,CHLORAMPHENICOL EYE OINTMENT 5G,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0227,CHLORPHENIRAMINE SYRUP 2MG/5ML,3500.00,CHLORPHENIRAMINE SYRUP 2MG/5ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0228,CHLORPHENIRAMINE TAB EMZOR 4MG,3500.00,CHLORPHENIRAMINE TAB EMZOR 4MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0229,CHLORPROMAZINE 50MG INJ (PER VIAL),500.00,CHLORPROMAZINE 50MG INJ (PER VIAL),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0230,CHLORPROPAMIDE 250MG,1000.00,CHLORPROPAMIDE 250MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0231,CIALIS 20MG,3000.00,CIALIS 20MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0232,CICATRIN POWDER,7000.00,CICATRIN POWDER,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0233,CIKLAVIT 200ML,2500.00,CIKLAVIT 200ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0234,CILOXAN EYE DROPS,4500.00,CILOXAN EYE DROPS,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0235,CIMETIDINE 200MG,1500.00,CIMETIDINE 200MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0236,CIMETIDINE 200MG INJ,2500.00,CIMETIDINE 200MG INJ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0237,CIMETIDINE 400MG,2000.00,CIMETIDINE 400MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0238,cipeofloxacin 500mg (10 Tabs),5000.00,cipeofloxacin 500mg (10 Tabs),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0239,CIPITA TAB + TINIDAMOL,3500.00,CIPITA TAB + TINIDAMOL,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0240,CIPROFLOXACIN 200MG INFUSION,1500.00,CIPROFLOXACIN 200MG INFUSION,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0241,CIPROJET EYE DROP,3000.00,CIPROJET EYE DROP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0242,CITICOLIN 1G SYRUP (PER SACHET),9200.00,CITICOLIN 1G SYRUP (PER SACHET),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0243,Citrodiol 2mg,500.00,Citrodiol 2mg,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0244,CITROGEST 400mg (PER BLISTER),2800.00,CITROGEST 400mg (PER BLISTER),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0245,CLAFORAN 1G INJ,4800.00,CLAFORAN 1G INJ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0246,CLARITHROMYCIN 500MG (per pack),6000.00,CLARITHROMYCIN 500MG (per pack),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0247,CLAVAM SUSP 228MG/5ML- 100ML,5000.00,CLAVAM SUSP 228MG/5ML- 100ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0248,CLAVULIN SUSP 228MG,4000.00,CLAVULIN SUSP 228MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0249,CLEXANE INJ 20MG INJ,14500.00,CLEXANE INJ 20MG INJ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0250,CLEXANE INJ 40MG,30000.00,CLEXANE INJ 40MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0251,CLIFEN 50MG,5500.00,CLIFEN 50MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0252,Climax 500,2500.00,Climax 500,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0253,clindamycin 150mg tab,600.00,clindamycin 150mg tab,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0254,CLINDAMYCIN 300MG (PER PACK),5500.00,CLINDAMYCIN 300MG (PER PACK),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
